7720	0.827
7740	0.871
7760	0.916
7780	0.965
7800	0.986
7820	1.01
7840	1.025
7860	1.03
7880	1.029
7900	1.017
7920	1.001
7940	0.973
7960	0.95
7980	0.907
8000	0.868
8020	0.802
8040	0.748
8060	0.692
8080	0.626
8100	0.575
8120	0.503
8140	0.458
8160	0.378
8180	0.341
8200	0.29
8220	0.243
8240	0.202
8260	0.166
8280	0.139
8300	0.121
8320	0.11
8340	0.106
8360	0.108
8380	0.117
8400	0.13
8420	0.149
8440	0.172
8460	0.195
8480	0.23
8500	0.258
8520	0.293
8540	0.327
8560	0.361
8580	0.395
8600	0.421
8620	0.453
8640	0.484
8660	0.512
8680	0.534
8700	0.548
8720	0.561
8740	0.568
8760	0.569
8780	0.567
8800	0.56
8820	0.546
8840	0.525
8860	0.514
8880	0.479
8900	0.456
8920	0.421
8940	0.381
8960	0.345
8980	0.314
9000	0.277
9020	0.244
9040	0.202
9060	0.175
9080	0.145
9100	0.124
9120	0.1157
9140	0.0863
9160	0.0636
9180	0.0435
9200	0.0291
9220	0.0258
9240	0.0257
9260	0.0275
9280	0.0298
9300	0.033
9320	0.0373
9340	0.0418
9360	0.046
9380	0.0517
9400	0.0575
9420	0.0644
9440	0.0724
9460	0.0782
9480	0.0877
9500	0.0955
9520	0.1055
9540	0.1148
9560	0.1239
9580	0.1299
9600	0.1326
9620	0.1415
9640	0.152
9660	0.162
9680	0.169
9700	0.18
9720	0.191
9740	0.2
9760	0.21
9780	0.218
9800	0.226
9820	0.236
9840	0.245
9860	0.255
9880	0.261
9900	0.272
9920	0.279
9940	0.289
9960	0.298
9980	0.307
10000	0.316
10020	0.327
10040	0.337
10060	0.347
10080	0.358
10100	0.369
10120	0.381
10140	0.394
10160	0.405
10180	0.418
10200	0.433
10220	0.445
10240	0.458
10260	0.474
10280	0.481
10300	0.502
10320	0.519
10340	0.534
10360	0.545
10380	0.564
10400	0.579
10420	0.602
10440	0.618
10460	0.635
10480	0.649
10500	0.667
10520	0.687
10540	0.703
10560	0.723
10580	0.74
10600	0.763
10620	0.781
10640	0.801
10660	0.823
10680	0.842
10700	0.858
10720	0.876
10740	0.895
10760	0.915
10780	0.93
10800	0.944
10820	0.96
